Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Factory Latitude,Factory Longitude,Distance (km),Lead Time,Profit Margin (%),Sales per Unit,Cost per Unit,Distance Category,High Value Order,Route ID,Shipping Rate ($/km),Estimated Shipping Cost,Delivery Efficiency Score,Factory Order Count,Factory Workload
51,ORD00051,2025-03-18,2025-03-24,0,CUST1717,USA,Chicago,IL,77237,1,0,P742,Lickable Wallpaper,813.76,155,300.65,513.11,1,41.446333,-90.565487,2124,6,36.95,5.25,3.31,3,1,Secret Factory_Central,0.8,1699.2,354.0,977,2
52,ORD00052,2025-12-31,2026-01-08,3,CUST6909,USA,Houston,TX,23751,2,2,P485,SweeTARTS,266.49,127,48.97,217.52,2,48.11914,-96.18115,2492,8,18.38,2.1,1.71,3,0,Sugar Shack_South,0.45,1121.4,311.5,1676,0
53,ORD00053,2025-11-17,2025-11-21,3,CUST1054,USA,Chicago,IL,69893,1,0,P916,Wonka Gum,1348.51,282,445.64,902.87,1,41.446333,-90.565487,177,4,33.05,4.78,3.2,2,1,Secret Factory_Central,0.45,79.65,44.25,977,2
54,ORD00054,2025-05-10,2025-05-18,3,CUST4362,USA,New York,NY,40243,0,1,P857,Wonka Bar - Fudge Mallows,232.69,48,59.15,173.54,0,32.881893,-111.768036,2040,8,25.42,4.85,3.62,3,0,Lot's O' Nuts_East,0.45,918.0,255.0,996,0
55,ORD00055,2025-02-09,2025-02-13,1,CUST1765,USA,Chicago,IL,90868,2,0,P747,Everlasting Gobstopper,1321.5,255,358.58,962.92,1,41.446333,-90.565487,1666,4,27.13,5.18,3.78,3,1,Secret Factory_Central,1.1,1832.6,416.5,977,2
56,ORD00056,2025-06-19,2025-06-24,3,CUST3186,USA,Houston,TX,11634,2,2,P593,Everlasting Gobstopper,707.76,140,269.72,438.04,1,41.446333,-90.565487,703,5,38.11,5.06,3.13,1,1,Secret Factory_South,0.45,316.35,140.6,977,2
57,ORD00057,2025-12-21,2025-12-24,0,CUST9462,USA,Chicago,IL,47426,0,0,P575,Wonka Bar - Nutty Crunch Surprise,530.42,121,144.52,385.9,0,32.881893,-111.768036,507,3,27.25,4.38,3.19,1,0,Lot's O' Nuts_Central,0.8,405.6,169.0,996,0
58,ORD00058,2025-04-13,2025-04-21,3,CUST1286,USA,Chicago,IL,47956,2,0,P569,Nerds,1174.67,169,507.91,666.76,2,48.11914,-96.18115,2349,8,43.24,6.95,3.95,3,1,Sugar Shack_Central,0.45,1057.05,293.62,1676,0
59,ORD00059,2025-04-18,2025-04-23,0,CUST9586,USA,Chicago,IL,44315,0,0,P468,Wonka Bar - Fudge Mallows,247.48,117,50.16,197.32,0,32.881893,-111.768036,1684,5,20.27,2.12,1.69,3,0,Lot's O' Nuts_Central,0.8,1347.2,336.8,996,0
60,ORD00060,2025-04-29,2025-05-06,3,CUST1406,USA,Los Angeles,CA,30849,0,3,P103,Wonka Bar -Scrumdiddlyumptious,1474.52,264,486.03,988.49,0,32.881893,-111.768036,1595,7,32.96,5.59,3.74,3,1,Lot's O' Nuts_West,0.45,717.75,227.86,996,0
61,ORD00061,2025-03-14,2025-03-17,1,CUST6428,USA,Chicago,IL,10228,2,0,P432,Nerds,731.32,223,205.06,526.26,2,48.11914,-96.18115,1336,3,28.04,3.28,2.36,0,1,Sugar Shack_Central,1.1,1469.6,445.33,1676,0
62,ORD00062,2025-04-11,2025-04-13,1,CUST7098,USA,Los Angeles,CA,18516,1,3,P502,Lickable Wallpaper,82.52,16,22.46,60.06,1,41.446333,-90.565487,591,2,27.22,5.16,3.75,1,0,Secret Factory_West,1.1,650.1,295.5,977,2
63,ORD00063,2025-05-21,2025-05-26,0,CUST5679,USA,New York,NY,93225,2,1,P252,SweeTARTS,92.14,34,17.29,74.85,2,48.11914,-96.18115,1853,5,18.76,2.71,2.2,3,0,Sugar Shack_East,0.8,1482.4,370.6,1676,0
64,ORD00064,2025-06-11,2025-06-16,1,CUST8008,USA,Los Angeles,CA,13802,0,3,P931,Wonka Bar - Milk Chocolate,613.84,107,246.51,367.33,4,32.076176,-81.088371,2192,5,40.16,5.74,3.43,3,1,Wicked Choccy's_West,1.1,2411.2,438.4,670,1
65,ORD00065,2025-01-26,2025-01-29,2,CUST5689,USA,Chicago,IL,73645,1,0,P150,Lickable Wallpaper,954.58,220,376.61,577.97,1,41.446333,-90.565487,430,3,39.45,4.34,2.63,2,1,Secret Factory_Central,0.6,258.0,143.33,977,2
66,ORD00066,2025-08-01,2025-08-08,2,CUST5262,USA,Houston,TX,63242,1,2,P771,Kazookles,551.95,185,144.14,407.81,3,35.1175,-89.971107,2034,7,26.11,2.98,2.2,3,0,The Other Factory_South,0.6,1220.4,290.57,681,1
67,ORD00067,2025-12-09,2025-12-14,1,CUST2231,USA,Los Angeles,CA,37246,0,3,P612,Wonka Bar - Milk Chocolate,602.11,211,222.45,379.66,4,32.076176,-81.088371,2382,5,36.95,2.85,1.8,3,1,Wicked Choccy's_West,1.1,2620.2,476.4,670,1
68,ORD00068,2025-06-20,2025-06-26,2,CUST4999,USA,Chicago,IL,21890,1,0,P278,Kazookles,942.35,240,325.9,616.45,3,35.1175,-89.971107,1955,6,34.58,3.93,2.57,3,1,The Other Factory_Central,0.6,1173.0,325.83,681,1
69,ORD00069,2025-07-08,2025-07-12,0,CUST1329,USA,New York,NY,64104,2,1,P492,Laffy Taffy,661.07,142,160.75,500.32,2,48.11914,-96.18115,1079,4,24.32,4.66,3.52,0,1,Sugar Shack_East,0.8,863.2,269.75,1676,0
70,ORD00070,2025-06-23,2025-06-26,1,CUST6900,USA,Houston,TX,26498,2,2,P803,SweeTARTS,173.86,41,61.3,112.56,2,48.11914,-96.18115,1206,3,35.26,4.24,2.75,0,0,Sugar Shack_South,1.1,1326.6,402.0,1676,0
71,ORD00071,2025-05-08,2025-05-14,3,CUST6112,USA,Houston,TX,12858,2,2,P230,Fun Dip,755.58,206,240.71,514.87,2,48.11914,-96.18115,1210,6,31.86,3.67,2.5,0,1,Sugar Shack_South,0.45,544.5,201.67,1676,0
72,ORD00072,2025-01-01,2025-01-06,1,CUST9648,USA,Chicago,IL,71361,0,0,P559,Wonka Bar - Nutty Crunch Surprise,204.59,47,88.09,116.5,0,32.881893,-111.768036,2106,5,43.06,4.35,2.48,3,0,Lot's O' Nuts_Central,1.1,2316.6,421.2,996,0
73,ORD00073,2025-03-19,2025-03-23,2,CUST8492,USA,New York,NY,21141,0,1,P664,Wonka Bar - Milk Chocolate,1377.35,277,288.82,1088.53,4,32.076176,-81.088371,732,4,20.97,4.97,3.93,1,1,Wicked Choccy's_East,0.6,439.2,183.0,670,1
74,ORD00074,2025-04-30,2025-05-05,3,CUST3096,USA,New York,NY,92113,1,1,P357,Lickable Wallpaper,124.82,29,34.52,90.3,1,41.446333,-90.565487,614,5,27.66,4.3,3.11,1,0,Secret Factory_East,0.45,276.3,122.8,977,2
75,ORD00075,2025-02-06,2025-02-11,3,CUST7358,USA,Chicago,IL,44194,2,0,P328,Fun Dip,710.1,163,251.89,458.21,2,48.11914,-96.18115,507,5,35.47,4.36,2.81,1,1,Sugar Shack_Central,0.45,228.15,101.4,1676,0
76,ORD00076,2025-06-04,2025-06-12,3,CUST4970,USA,New York,NY,72299,1,1,P638,Lickable Wallpaper,747.91,245,209.77,538.14,1,41.446333,-90.565487,2301,8,28.05,3.05,2.2,3,1,Secret Factory_East,0.45,1035.45,287.62,977,2
77,ORD00077,2025-12-27,2026-01-03,3,CUST7881,USA,Houston,TX,20628,0,2,P363,Wonka Bar - Milk Chocolate,360.17,167,86.58,273.59,4,32.076176,-81.088371,1786,7,24.04,2.16,1.64,3,0,Wicked Choccy's_South,0.45,803.7,255.14,670,1
78,ORD00078,2025-09-10,2025-09-14,0,CUST6936,USA,Chicago,IL,99465,0,0,P505,Wonka Bar - Milk Chocolate,142.66,27,55.19,87.47,4,32.076176,-81.088371,1028,4,38.69,5.28,3.24,0,0,Wicked Choccy's_Central,0.8,822.4,257.0,670,1
79,ORD00079,2025-02-04,2025-02-10,0,CUST4177,USA,New York,NY,40252,0,1,P576,Wonka Bar - Milk Chocolate,415.89,115,100.88,315.01,4,32.076176,-81.088371,2167,6,24.26,3.62,2.74,3,0,Wicked Choccy's_East,0.8,1733.6,361.17,670,1
80,ORD00080,2025-11-16,2025-11-19,0,CUST8947,USA,Los Angeles,CA,64660,0,3,P781,Wonka Bar - Milk Chocolate,1382.73,263,587.09,795.64,4,32.076176,-81.088371,546,3,42.46,5.26,3.03,1,1,Wicked Choccy's_West,0.8,436.8,182.0,670,1
81,ORD00081,2025-04-20,2025-04-21,1,CUST1849,USA,Houston,TX,17882,0,2,P288,Wonka Bar - Nutty Crunch Surprise,111.27,22,24.69,86.58,0,32.881893,-111.768036,322,1,22.19,5.06,3.94,2,0,Lot's O' Nuts_South,1.1,354.2,322.0,996,0
82,ORD00082,2025-02-10,2025-02-13,0,CUST9598,USA,Chicago,IL,71291,2,0,P132,SweeTARTS,286.35,94,67.98,218.37,2,48.11914,-96.18115,563,3,23.74,3.05,2.32,1,0,Sugar Shack_Central,0.8,450.4,187.67,1676,0
83,ORD00083,2025-08-15,2025-08-19,0,CUST2323,USA,Chicago,IL,56067,0,0,P530,Wonka Bar - Triple Dazzle Caramel,212.17,96,42.02,170.15,4,32.076176,-81.088371,1458,4,19.8,2.21,1.77,0,0,Wicked Choccy's_Central,0.8,1166.4,364.5,670,1
84,ORD00084,2025-07-02,2025-07-08,2,CUST1807,USA,New York,NY,72057,1,1,P300,Kazookles,871.65,168,274.41,597.24,3,35.1175,-89.971107,1657,6,31.48,5.19,3.56,3,1,The Other Factory_East,0.6,994.2,276.17,681,1
85,ORD00085,2025-07-06,2025-07-11,2,CUST7631,USA,Chicago,IL,15328,2,0,P484,Laffy Taffy,574.37,252,177.29,397.08,2,48.11914,-96.18115,1424,5,30.87,2.28,1.58,0,0,Sugar Shack_Central,0.6,854.4,284.8,1676,0
86,ORD00086,2025-05-12,2025-05-16,3,CUST6555,USA,Chicago,IL,57575,0,0,P378,Wonka Bar - Nutty Crunch Surprise,638.5,109,271.36,367.14,0,32.881893,-111.768036,353,4,42.5,5.86,3.37,2,1,Lot's O' Nuts_Central,0.45,158.85,88.25,996,0
87,ORD00087,2025-05-22,2025-05-26,0,CUST2070,USA,New York,NY,13179,2,1,P945,Laffy Taffy,404.3,162,159.77,244.53,2,48.11914,-96.18115,1396,4,39.52,2.5,1.51,0,0,Sugar Shack_East,0.8,1116.8,349.0,1676,0
88,ORD00088,2025-07-17,2025-07-22,1,CUST3174,USA,New York,NY,75082,0,1,P287,Wonka Bar - Milk Chocolate,881.88,138,359.71,522.17,4,32.076176,-81.088371,2007,5,40.79,6.39,3.78,3,1,Wicked Choccy's_East,1.1,2207.7,401.4,670,1
89,ORD00089,2025-06-17,2025-06-22,2,CUST2294,USA,Los Angeles,CA,77093,0,3,P302,Wonka Bar - Nutty Crunch Surprise,766.32,173,307.53,458.79,0,32.881893,-111.768036,1067,5,40.13,4.43,2.65,0,1,Lot's O' Nuts_West,0.6,640.2,213.4,996,0
90,ORD00090,2025-02-03,2025-02-09,2,CUST3632,USA,Houston,TX,65909,2,2,P207,SweeTARTS,111.47,27,38.46,73.01,2,48.11914,-96.18115,1770,6,34.5,4.13,2.7,3,0,Sugar Shack_South,0.6,1062.0,295.0,1676,0
91,ORD00091,2025-02-19,2025-02-24,3,CUST8323,USA,Los Angeles,CA,32700,0,3,P339,Wonka Bar - Fudge Mallows,1004.6,225,386.71,617.89,0,32.881893,-111.768036,953,5,38.49,4.46,2.75,1,1,Lot's O' Nuts_West,0.45,428.85,190.6,996,0
92,ORD00092,2025-10-03,2025-10-06,1,CUST5577,USA,Chicago,IL,84302,0,0,P374,Wonka Bar -Scrumdiddlyumptious,341.83,72,93.47,248.36,0,32.881893,-111.768036,1062,3,27.34,4.75,3.45,0,0,Lot's O' Nuts_Central,1.1,1168.2,354.0,996,0
93,ORD00093,2025-08-13,2025-08-16,0,CUST5609,USA,Los Angeles,CA,85796,2,3,P292,Laffy Taffy,358.33,136,91.18,267.15,2,48.11914,-96.18115,915,3,25.45,2.63,1.96,1,0,Sugar Shack_West,0.8,732.0,305.0,1676,0
94,ORD00094,2025-05-06,2025-05-09,1,CUST2647,USA,New York,NY,95632,2,1,P575,Laffy Taffy,1204.17,269,446.73,757.44,2,48.11914,-96.18115,1130,3,37.1,4.48,2.82,0,1,Sugar Shack_East,1.1,1243.0,376.67,1676,0
95,ORD00095,2025-04-29,2025-05-07,3,CUST5811,USA,New York,NY,40525,0,1,P222,Wonka Bar - Nutty Crunch Surprise,1107.72,239,202.88,904.84,0,32.881893,-111.768036,2044,8,18.32,4.63,3.79,3,1,Lot's O' Nuts_East,0.45,919.8,255.5,996,0
96,ORD00096,2025-07-10,2025-07-13,2,CUST5258,USA,Houston,TX,97130,0,2,P106,Wonka Bar - Nutty Crunch Surprise,1465.02,272,468.05,996.97,0,32.881893,-111.768036,407,3,31.95,5.39,3.67,2,1,Lot's O' Nuts_South,0.6,244.2,135.67,996,0
97,ORD00097,2025-07-08,2025-07-11,2,CUST5176,USA,Los Angeles,CA,15011,0,3,P713,Wonka Bar - Fudge Mallows,450.97,184,109.94,341.03,0,32.881893,-111.768036,253,3,24.38,2.45,1.85,2,0,Lot's O' Nuts_West,0.6,151.8,84.33,996,0
98,ORD00098,2025-07-29,2025-08-04,3,CUST4332,USA,Houston,TX,14124,2,2,P914,Hair Toffee,544.62,200,152.05,392.57,3,35.1175,-89.971107,1440,6,27.92,2.72,1.96,0,0,The Other Factory_South,0.45,648.0,240.0,681,1
